id,api_path,label
1683,Lcom/<apk>/data/events/profile_about/click/unblock_user/ProfileAboutClickUnblockUser;->getUuid()Ljava/lang/String;,source
1684,Lcom/<apk>/data/events/profile_comments/click/ProfileCommentsClick;->getUuid()Ljava/lang/String;,source
1685,Lcom/<apk>/data/events/profile_history_downvoted/click/ProfileHistoryDownvotedClick;->getUuid()Ljava/lang/String;,source
1686,Lcom/<apk>/data/events/profile_history_hidden/click/ProfileHistoryHiddenClick;->getUuid()Ljava/lang/String;,source
1687,Lcom/<apk>/data/events/profile_history_recent/click/ProfileHistoryRecentClick;->getUuid()Ljava/lang/String;,source
1688,Lcom/<apk>/data/events/profile_history_upvoted/click/ProfileHistoryUpvotedClick;->getUuid()Ljava/lang/String;,source
1689,Lcom/<apk>/data/events/profile_insights_entrypoint/ProfileInsightsEntrypoint;->getUuid()Ljava/lang/String;,source
1690,Lcom/<apk>/data/events/profile_overview/click/edit_snoovatar/ProfileOverviewClickEditSnoovatar;->getUuid()Ljava/lang/String;,source
1691,Lcom/<apk>/data/events/profile_posts/click/ProfilePostsClick;->getUuid()Ljava/lang/String;,source
1692,Lcom/<apk>/data/events/profile_saved_posts/click/ProfileSavedPostsClick;->getUuid()Ljava/lang/String;,source
1693,Lcom/<apk>/data/events/profile_settings/click/ProfileSettingsClick;->getUuid()Ljava/lang/String;,source
1694,Lcom/<apk>/data/events/profile_settings/drag/reorder_social_link/ProfileSettingsDragReorderSocialLink;->getUuid()Ljava/lang/String;,source
1695,Lcom/<apk>/data/events/profile_settings/remove/avatar/ProfileSettingsRemoveAvatar;->getUuid()Ljava/lang/String;,source
1696,Lcom/<apk>/data/events/profile_settings/remove/cover/ProfileSettingsRemoveCover;->getUuid()Ljava/lang/String;,source
1697,Lcom/<apk>/data/events/profile_settings/save/profile_viz/ProfileSettingsSaveProfileViz;->getUuid()Ljava/lang/String;,source
1698,Lcom/<apk>/data/events/profile_settings/select_deselect/ProfileSettingsSelectDeselect;->getUuid()Ljava/lang/String;,source
1699,Lcom/<apk>/data/events/profile_settings/upload/avatar/ProfileSettingsUploadAvatar;->getUuid()Ljava/lang/String;,source
1700,Lcom/<apk>/data/events/profile_settings/upload/cover/ProfileSettingsUploadCover;->getUuid()Ljava/lang/String;,source
1701,Lcom/<apk>/data/events/profile_settings/view/settings_page/ProfileSettingsViewSettingsPage;->getUuid()Ljava/lang/String;,source
1702,Lcom/<apk>/data/events/recap/click/RecapClick;->getUuid()Ljava/lang/String;,source
1703,Lcom/<apk>/data/events/recap/scroll/carousel/RecapScrollCarousel;->getUuid()Ljava/lang/String;,source
1704,Lcom/<apk>/data/events/recap/view/card/RecapViewCard;->getUuid()Ljava/lang/String;,source
1705,Lcom/<apk>/data/events/recap/view/feed_banana/RecapViewFeedBanana;->getUuid()Ljava/lang/String;,source
1706,Lcom/<apk>/data/events/recap/view/recap/RecapViewRecap;->getUuid()Ljava/lang/String;,source
1707,Lcom/<apk>/data/events/recap/view/sub<apk>_recap/RecapViewSub<apk>Recap;->getUuid()Ljava/lang/String;,source
1708,Lcom/<apk>/data/events/recap/view/user_recap/RecapViewUserRecap;->getUuid()Ljava/lang/String;,source
1709,Lcom/<apk>/data/events/recap_menu/click/overflow/RecapMenuClickOverflow;->getUuid()Ljava/lang/String;,source
1710,Lcom/<apk>/data/events/recap_menu/click/recap_sub<apk>/RecapMenuClickRecapSub<apk>;->getUuid()Ljava/lang/String;,source
1711,Lcom/<apk>/data/events/recap_menu/click/sub<apk>_recap/RecapMenuClickSub<apk>Recap;->getUuid()Ljava/lang/String;,source
1712,Lcom/<apk>/data/events/recap_menu/click/user_recap/RecapMenuClickUserRecap;->getUuid()Ljava/lang/String;,source
1713,Lcom/<apk>/data/events/recommendation_feedback/click/RecommendationFeedbackClick;->getUuid()Ljava/lang/String;,source
1714,Lcom/<apk>/data/events/<apk>_pro_onboarding/click/<apk>ProOnboardingClick;->getUuid()Ljava/lang/String;,source
1715,Lcom/<apk>/data/events/<apk>_pro_onboarding/view/<apk>ProOnboardingView;->getUuid()Ljava/lang/String;,source
1716,Lcom/<apk>/data/events/removal_reasons/click/RemovalReasonsClick;->getUuid()Ljava/lang/String;,source
1717,Lcom/<apk>/data/events/remove_phone_number/click/cancel/RemovePhoneNumberClickCancel;->getUuid()Ljava/lang/String;,source
1718,Lcom/<apk>/data/events/remove_phone_number/click/confirm/RemovePhoneNumberClickConfirm;->getUuid()Ljava/lang/String;,source
1719,Lcom/<apk>/data/events/report_form/submit/report/ReportFormSubmitReport;->getUuid()Ljava/lang/String;,source
1720,Lcom/<apk>/data/events/repository/cancel/download/RepositoryCancelDownload;->getUuid()Ljava/lang/String;,source
1721,Lcom/<apk>/data/events/repository/error/video/RepositoryErrorVideo;->getUuid()Ljava/lang/String;,source
1722,Lcom/<apk>/data/events/repository/pause/download/RepositoryPauseDownload;->getUuid()Ljava/lang/String;,source
1723,Lcom/<apk>/data/events/repository/resume/download/RepositoryResumeDownload;->getUuid()Ljava/lang/String;,source
1724,Lcom/<apk>/data/events/repository_download/RepositoryDownload;->getUuid()Ljava/lang/String;,source
1725,Lcom/<apk>/data/events/requests/click/close/RequestsClickClose;->getUuid()Ljava/lang/String;,source
1726,Lcom/<apk>/data/events/reset_password/click/back/ResetPasswordClickBack;->getUuid()Ljava/lang/String;,source
1727,Lcom/<apk>/data/events/reset_password/click/help/ResetPasswordClickHelp;->getUuid()Ljava/lang/String;,source
1728,Lcom/<apk>/data/events/reset_password/click/request_password_reset_email/ResetPasswordClickRequestPasswordResetEmail;->getUuid()Ljava/lang/String;,source
1729,Lcom/<apk>/data/events/reset_password/view/banner/ResetPasswordViewBanner;->getUuid()Ljava/lang/String;,source
1730,Lcom/<apk>/data/events/rules/click/confirmation/RulesClickConfirmation;->getUuid()Ljava/lang/String;,source
1731,Lcom/<apk>/data/events/rules/click/dismiss/RulesClickDismiss;->getUuid()Ljava/lang/String;,source
1732,Lcom/<apk>/data/events/rules/expand/rules_details/RulesExpandRulesDetails;->getUuid()Ljava/lang/String;,source
1733,Lcom/<apk>/data/events/scheduled_post_feed/click/ScheduledPostFeedClick;->getUuid()Ljava/lang/String;,source
1734,Lcom/<apk>/data/events/screen_reader/change/screen_reader_state/ScreenReaderChangeScreenReaderState;->getUuid()Ljava/lang/String;,source
1735,Lcom/<apk>/data/events/screenshot/screenshot/screenshot/ScreenshotScreenshotScreenshot;->getUuid()Ljava/lang/String;,source
1736,Lcom/<apk>/data/events/search/click/SearchClick$TopicMetadata;->getDisplayName()Ljava/lang/String;,source
1737,Lcom/<apk>/data/events/search/click/SearchClick$TopicMetadata;->getId()Ljava/lang/String;,source
1738,Lcom/<apk>/data/events/search/click/SearchClick;->getUuid()Ljava/lang/String;,source
1739,Lcom/<apk>/data/events/search/create/SearchCreate;->getUuid()Ljava/lang/String;,source
1740,Lcom/<apk>/data/events/search/disable/SearchDisable;->getUuid()Ljava/lang/String;,source
1741,Lcom/<apk>/data/events/search/dismiss/SearchDismiss;->getUuid()Ljava/lang/String;,source
1742,Lcom/<apk>/data/events/search/enable/SearchEnable;->getUuid()Ljava/lang/String;,source
1743,Lcom/<apk>/data/events/search/load/SearchLoad;->getUuid()Ljava/lang/String;,source
1744,Lcom/<apk>/data/events/search/view/SearchView$CategoryHeader;->getId()Ljava/lang/String;,source
1745,Lcom/<apk>/data/events/search/view/SearchView$CategoryHeader;->getName()Ljava/lang/String;,source
1746,Lcom/<apk>/data/events/search/view/SearchView;->getUuid()Ljava/lang/String;,source
1747,Lcom/<apk>/data/events/settings/click/app_icon/SettingsClickAppIcon;->getUuid()Ljava/lang/String;,source
1748,Lcom/<apk>/data/events/settings/click/translate_banner_show/SettingsClickTranslateBannerShow;->getUuid()Ljava/lang/String;,source
1749,Lcom/<apk>/data/events/settings/connect/sso/SettingsConnectSso;->getUuid()Ljava/lang/String;,source
1750,Lcom/<apk>/data/events/settings/disconnect/sso/SettingsDisconnectSso;->getUuid()Ljava/lang/String;,source
1751,Lcom/<apk>/data/events/settings/revoke/google_consent/SettingsRevokeGoogleConsent;->getUuid()Ljava/lang/String;,source
1752,Lcom/<apk>/data/events/settings/save/language/SettingsSaveLanguage;->getUuid()Ljava/lang/String;,source
1753,Lcom/<apk>/data/events/settings/save/screen_reader_opt_in/SettingsSaveScreenReaderOptIn;->getUuid()Ljava/lang/String;,source
1754,Lcom/<apk>/data/events/settings/view/translate_banner_show/SettingsViewTranslateBannerShow;->getUuid()Ljava/lang/String;,source
1755,Lcom/<apk>/data/events/settings_account/display_language/SettingsAccountDisplayLanguage;->getUuid()Ljava/lang/String;,source
1756,Lcom/<apk>/data/events/settings_feed/save/SettingsFeedSave;->getUuid()Ljava/lang/String;,source
1757,Lcom/<apk>/data/events/settings_messaging/save/recieve_messages/SettingsMessagingSaveRecieveMessages;->getUuid()Ljava/lang/String;,source
1758,Lcom/<apk>/data/events/settings_privacy/save/receive_chat_invites/SettingsPrivacySaveReceiveChatInvites;->getUuid()Ljava/lang/String;,source
1759,Lcom/<apk>/data/events/share/click/ShareClick;->getUuid()Ljava/lang/String;,source
1760,Lcom/<apk>/data/events/share/complete/ShareComplete;->getUuid()Ljava/lang/String;,source
1761,Lcom/<apk>/data/events/share/dismiss/ShareDismiss;->getUuid()Ljava/lang/String;,source
1762,Lcom/<apk>/data/events/share/error/shorten_url/ShareErrorShortenUrl;->getUuid()Ljava/lang/String;,source
1763,Lcom/<apk>/data/events/share/fail/branch_link_click_network/ShareFailBranchLinkClickNetwork;->getUuid()Ljava/lang/String;,source
1764,Lcom/<apk>/data/events/share/fail/branch_link_click_not_found/ShareFailBranchLinkClickNotFound;->getUuid()Ljava/lang/String;,source
1765,Lcom/<apk>/data/events/share/incomplete/download_image/ShareIncompleteDownloadImage;->getUuid()Ljava/lang/String;,source
1766,Lcom/<apk>/data/events/share/incomplete/download_video/ShareIncompleteDownloadVideo;->getUuid()Ljava/lang/String;,source
1767,Lcom/<apk>/data/events/share/incomplete/instagram_stories/ShareIncompleteInstagramStories;->getUuid()Ljava/lang/String;,source
1768,Lcom/<apk>/data/events/share/success/shorten_url/ShareSuccessShortenUrl;->getUuid()Ljava/lang/String;,source
1769,Lcom/<apk>/data/events/share/view/ShareView;->getUuid()Ljava/lang/String;,source
1770,Lcom/<apk>/data/events/share_crosspost/click/ShareCrosspostClick;->getUuid()Ljava/lang/String;,source
1771,Lcom/<apk>/data/events/share_crosspost/view/communities/ShareCrosspostViewCommunities;->getUuid()Ljava/lang/String;,source
1772,Lcom/<apk>/data/events/share_crosspost/view/submit/ShareCrosspostViewSubmit;->getUuid()Ljava/lang/String;,source
1773,Lcom/<apk>/data/events/sheet/click/welcome_message/SheetClickWelcomeMessage;->getUuid()Ljava/lang/String;,source
1774,Lcom/<apk>/data/events/sheet/view/welcome_message/SheetViewWelcomeMessage;->getUuid()Ljava/lang/String;,source
1775,Lcom/<apk>/data/events/sheet/view/welcome_message/SheetViewWelcomeMessageRules;->getUuid()Ljava/lang/String;,source
1776,Lcom/<apk>/data/events/single_comment_<apk>/click/view_all_comments/SingleComment<apk>ClickViewAllComments;->getUuid()Ljava/lang/String;,source
1777,Lcom/<apk>/data/events/single_comment_<apk>/click/view_parent_comment/SingleComment<apk>ClickViewParentComment;->getUuid()Ljava/lang/String;,source
1778,Lcom/<apk>/data/events/sms_account_settings/disable/notification/SmsAccountSettingsDisableNotification;->getUuid()Ljava/lang/String;,source
1779,Lcom/<apk>/data/events/sms_account_settings/enable/notification/SmsAccountSettingsEnableNotification;->getUuid()Ljava/lang/String;,source
1780,Lcom/<apk>/data/events/snacks/click/SnacksClick;->getUuid()Ljava/lang/String;,source
1781,Lcom/<apk>/data/events/snacks/open/comments/SnacksOpenComments;->getUuid()Ljava/lang/String;,source
1782,Lcom/<apk>/data/events/snacks/view/entry_point/SnacksViewEntryPoint;->getUuid()Ljava/lang/String;,source
1783,Lcom/<apk>/data/events/snacks/view/snack/SnacksViewSnack;->getUuid()Ljava/lang/String;,source
1784,Lcom/<apk>/data/events/snoovatar/click/SnoovatarClick;->getUuid()Ljava/lang/String;,source
1785,Lcom/<apk>/data/events/snoovatar/set_to_profile/snoovatar/SnoovatarSetToProfileSnoovatar;->getUuid()Ljava/lang/String;,source
1786,Lcom/<apk>/data/events/snoovatar/view/background_card/SnoovatarViewBackgroundCard;->getUuid()Ljava/lang/String;,source
1787,Lcom/<apk>/data/events/specialevent/click/SpecialeventClick;->getUuid()Ljava/lang/String;,source
1788,Lcom/<apk>/data/events/specialevent/view/nav_bar_item/SpecialeventViewNavBarItem;->getUuid()Ljava/lang/String;,source
1789,Lcom/<apk>/data/events/sub<apk>/arena_event/Sub<apk>ArenaEvent;->getUuid()Ljava/lang/String;,source
1790,Lcom/<apk>/data/events/sub<apk>/click/recap/Sub<apk>ClickRecap;->getUuid()Ljava/lang/String;,source
1791,Lcom/<apk>/data/events/sub<apk>/click/recap_logged_in/Sub<apk>ClickRecapLoggedIn;->getUuid()Ljava/lang/String;,source
1792,Lcom/<apk>/data/events/sub<apk>/click/recap_logged_out/Sub<apk>ClickRecapLoggedOut;->getUuid()Ljava/lang/String;,source
1793,Lcom/<apk>/data/events/sub<apk>/click/recap_menu/Sub<apk>ClickRecapMenu;->getUuid()Ljava/lang/String;,source
1794,Lcom/<apk>/data/events/sub<apk>/view/meta_flair/Sub<apk>ViewMetaFlair;->getUuid()Ljava/lang/String;,source
1795,Lcom/<apk>/data/events/sub<apk>_muting/sub<apk>/Sub<apk>MutingSub<apk>;->getUuid()Ljava/lang/String;,source
1796,Lcom/<apk>/data/events/sub<apk>_selector/view/community_recommendations/Sub<apk>SelectorViewCommunityRecommendations;->getUuid()Ljava/lang/String;,source
1797,Lcom/<apk>/data/events/sub<apk>wiki/click/share/Sub<apk>wikiClickShare;->getUuid()Ljava/lang/String;,source
1798,Lcom/<apk>/data/events/sub<apk>wiki/complete/share/Sub<apk>wikiCompleteShare;->getUuid()Ljava/lang/String;,source
1799,Lcom/<apk>/data/events/sub<apk>wiki/incomplete/share/Sub<apk>wikiIncompleteShare;->getUuid()Ljava/lang/String;,source
1800,Lcom/<apk>/data/events/system_notification_settings_event/SystemSettingsHeartbeatUpdateNotification;->getUuid()Ljava/lang/String;,source
1801,Lcom/<apk>/data/events/theater_mode/click/TheaterModeClick;->getUuid()Ljava/lang/String;,source
1802,Lcom/<apk>/data/events/theater_mode/swipe/TheaterModeSwipe;->getUuid()Ljava/lang/String;,source
1803,Lcom/<apk>/data/events/toast/click/dismiss/ToastClickDismiss$Sub<apk>;->getId()Ljava/lang/String;,source
1804,Lcom/<apk>/data/events/toast/click/dismiss/ToastClickDismiss$Sub<apk>;->getName()Ljava/lang/String;,source
1805,Lcom/<apk>/data/events/toast/click/dismiss/ToastClickDismiss;->getUuid()Ljava/lang/String;,source
1806,Lcom/<apk>/data/events/toast/click/post_flair_undo/ToastClickPostFlairUndo;->getUuid()Ljava/lang/String;,source
1807,Lcom/<apk>/data/events/toast/click/subscribe/ToastClickSubscribe;->getUuid()Ljava/lang/String;,source
1808,Lcom/<apk>/data/events/toast/click/user_flair_undo/ToastClickUserFlairUndo;->getUuid()Ljava/lang/String;,source
1809,Lcom/<apk>/data/events/toast/view/post_flair_undo/ToastViewPostFlairUndo;->getUuid()Ljava/lang/String;,source
1810,Lcom/<apk>/data/events/toast/view/subscribe/ToastViewSubscribe;->getUuid()Ljava/lang/String;,source
1811,Lcom/<apk>/data/events/toast/view/user_flair_undo/ToastViewUserFlairUndo;->getUuid()Ljava/lang/String;,source
1812,Lcom/<apk>/data/events/tooltip/post_activity_tooltip/TooltipPostActivityTooltip;->getUuid()Ljava/lang/String;,source
1813,Lcom/<apk>/data/events/tooltip/view/anonymous_browsing_exit/TooltipViewAnonymousBrowsingExit;->getUuid()Ljava/lang/String;,source
1814,Lcom/<apk>/data/events/tooltip/view/notif_settings/TooltipViewNotifSettings;->getUuid()Ljava/lang/String;,source
1815,Lcom/<apk>/data/events/topic_page/click/sub<apk>_card/TopicPageClickSub<apk>Card;->getUuid()Ljava/lang/String;,source
1816,Lcom/<apk>/data/events/topic_page/click/view_more/TopicPageClickViewMore;->getUuid()Ljava/lang/String;,source
1817,Lcom/<apk>/data/events/topic_page/subscribe/sub<apk>_card/TopicPageSubscribeSub<apk>Card;->getUuid()Ljava/lang/String;,source
1818,Lcom/<apk>/data/events/topic_page/unsubscribe/sub<apk>_card/TopicPageUnsubscribeSub<apk>Card;->getUuid()Ljava/lang/String;,source
1819,Lcom/<apk>/data/events/topic_page/view/sub<apk>_card/TopicPageViewSub<apk>Card;->getUuid()Ljava/lang/String;,source
1820,Lcom/<apk>/data/events/translate/button/TranslateButtonEvent;->getUuid()Ljava/lang/String;,source
1821,Lcom/<apk>/data/events/translate/button/toggle/submit/TranslateButtonToggleSubmit;->getUuid()Ljava/lang/String;,source
1822,Lcom/<apk>/data/events/translate_button/click/coachmark/TranslateButtonClickCoachmark;->getUuid()Ljava/lang/String;,source
1823,Lcom/<apk>/data/events/translate_button/error/comment/TranslateButtonErrorComment;->getUuid()Ljava/lang/String;,source
1824,Lcom/<apk>/data/events/translate_button/select/language/TranslateButtonSelectLanguage;->getUuid()Ljava/lang/String;,source
1825,Lcom/<apk>/data/events/trophy/click/trophy/TrophyClickTrophy$Profile;->getId()Ljava/lang/String;,source
1826,Lcom/<apk>/data/events/trophy/click/trophy/TrophyClickTrophy$Profile;->getName()Ljava/lang/String;,source
1827,Lcom/<apk>/data/events/trophy/click/trophy/TrophyClickTrophy$Trophy;->getId()Ljava/lang/String;,source
1828,Lcom/<apk>/data/events/trophy/click/trophy/TrophyClickTrophy$Trophy;->getName()Ljava/lang/String;,source
1829,Lcom/<apk>/data/events/trophy/click/trophy/TrophyClickTrophy;->getUuid()Ljava/lang/String;,source
1830,Lcom/<apk>/data/events/update_email/click/cancel/UpdateEmailClickCancel;->getUuid()Ljava/lang/String;,source
1831,Lcom/<apk>/data/events/update_email/click/forgot_password/UpdateEmailClickForgotPassword;->getUuid()Ljava/lang/String;,source
1832,Lcom/<apk>/data/events/update_email/click/save/UpdateEmailClickSave;->getUuid()Ljava/lang/String;,source
1833,Lcom/<apk>/data/events/update_email/view/update_email/UpdateEmailViewUpdateEmail;->getUuid()Ljava/lang/String;,source
1834,Lcom/<apk>/data/events/update_password/click/cancel/UpdatePasswordClickCancel;->getUuid()Ljava/lang/String;,source
1835,Lcom/<apk>/data/events/update_password/click/forgot_password/UpdatePasswordClickForgotPassword;->getUuid()Ljava/lang/String;,source
1836,Lcom/<apk>/data/events/update_password/click/save/UpdatePasswordClickSave;->getUuid()Ljava/lang/String;,source
1837,Lcom/<apk>/data/events/update_password/view/update_password/UpdatePasswordViewUpdatePassword;->getUuid()Ljava/lang/String;,source
1838,Lcom/<apk>/data/events/update_phone_number/click/back/UpdatePhoneNumberClickBack;->getUuid()Ljava/lang/String;,source
1839,Lcom/<apk>/data/events/update_phone_number/click/close/UpdatePhoneNumberClickClose;->getUuid()Ljava/lang/String;,source
1840,Lcom/<apk>/data/events/update_phone_number/click/enter_new_phone_number/UpdatePhoneNumberClickEnterNewPhoneNumber;->getUuid()Ljava/lang/String;,source
1841,Lcom/<apk>/data/events/update_phone_number/click/enter_phone_number/UpdatePhoneNumberClickEnterPhoneNumber;->getUuid()Ljava/lang/String;,source
1842,Lcom/<apk>/data/events/update_phone_number/click/learn_more/UpdatePhoneNumberClickLearnMore;->getUuid()Ljava/lang/String;,source
1843,Lcom/<apk>/data/events/update_phone_number/click/remove_current_phone_number/UpdatePhoneNumberClickRemoveCurrentPhoneNumber;->getUuid()Ljava/lang/String;,source
1844,Lcom/<apk>/data/events/update_phone_number/submit/enter_number/UpdatePhoneNumberSubmitEnterNumber;->getUuid()Ljava/lang/String;,source
1845,Lcom/<apk>/data/events/user_drawer/click/UserDrawerClick;->getUuid()Ljava/lang/String;,source
1846,Lcom/<apk>/data/events/user_drawer/click/profile_viz_settings/UserDrawerClickProfileVizSettings;->getUuid()Ljava/lang/String;,source
1847,Lcom/<apk>/data/events/user_flair_picker/click/UserFlairPickerClick;->getUuid()Ljava/lang/String;,source
1848,Lcom/<apk>/data/events/user_hover_card/click/UserHoverCardClick;->getUuid()Ljava/lang/String;,source
1849,Lcom/<apk>/data/events/user_hovercard/click/UserHovercardClick;->getUuid()Ljava/lang/String;,source
1850,Lcom/<apk>/data/events/user_preferences/deselect/UserPreferencesDeselect;->getUuid()Ljava/lang/String;,source
1851,Lcom/<apk>/data/events/user_preferences/select/UserPreferencesSelect;->getUuid()Ljava/lang/String;,source
1852,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Chat;->getId()Ljava/lang/String;,source
1853,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Comment;->getId()Ljava/lang/String;,source
1854,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Post;->getId()Ljava/lang/String;,source
1855,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Post;->getUrl()Ljava/lang/String;,source
1856,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Profile;->getId()Ljava/lang/String;,source
1857,Lcom/<apk>/data/events/user_profile/click/UserProfileClick$Profile;->getName()Ljava/lang/String;,source
1858,Lcom/<apk>/data/events/user_profile/click/UserProfileClick;->getUuid()Ljava/lang/String;,source
1859,Lcom/<apk>/data/events/user_profile/click/create_chat/UserProfileClickCreateChat;->getUuid()Ljava/lang/String;,source
1860,Lcom/<apk>/data/events/user_profile/click/start_chat/UserProfileClickStartChat;->getUuid()Ljava/lang/String;,source
1861,Lcom/<apk>/data/events/user_report/click/UserReportClick;->getUuid()Ljava/lang/String;,source
1862,Lcom/<apk>/data/events/userflairmanagement/click/UserflairmanagementClick;->getUuid()Ljava/lang/String;,source
1863,Lcom/<apk>/data/events/userflairtemplate/click/UserflairtemplateClick;->getUuid()Ljava/lang/String;,source
1864,Lcom/<apk>/data/events/username_email_login/click/UsernameEmailLoginClick;->getUuid()Ljava/lang/String;,source
1865,Lcom/<apk>/data/events/videoplayer/background/video/VideoplayerBackgroundVideo;->getUuid()Ljava/lang/String;,source
1866,Lcom/<apk>/data/events/videoplayer/change/pagetype/VideoplayerChangePagetype;->getUuid()Ljava/lang/String;,source
1867,Lcom/<apk>/data/events/videoplayer/changed/pagetype/VideoplayerChangedPagetype;->getUuid()Ljava/lang/String;,source
1868,Lcom/<apk>/data/events/videoplayer/click/VideoplayerClick;->getUuid()Ljava/lang/String;,source
1869,Lcom/<apk>/data/events/videoplayer/click/pause/VideoplayerClickPause;->getUuid()Ljava/lang/String;,source
1870,Lcom/<apk>/data/events/videoplayer/click/play/VideoplayerClickPlay;->getUuid()Ljava/lang/String;,source
1871,Lcom/<apk>/data/events/videoplayer/click/seek/VideoplayerClickSeek;->getUuid()Ljava/lang/String;,source
1872,Lcom/<apk>/data/events/videoplayer/close/education_overlay/VideoplayerCloseEducationOverlay;->getUuid()Ljava/lang/String;,source
1873,Lcom/<apk>/data/events/videoplayer/create_player/video/VideoplayerCreatePlayerVideo;->getUuid()Ljava/lang/String;,source
1874,Lcom/<apk>/data/events/videoplayer/end/download/VideoplayerEndDownload$NavigationSession;->getId()Ljava/lang/String;,source
1875,Lcom/<apk>/data/events/videoplayer/end/download/VideoplayerEndDownload;->getUuid()Ljava/lang/String;,source
1876,Lcom/<apk>/data/events/videoplayer/end/rebuffer/VideoplayerEndRebuffer$NavigationSession;->getId()Ljava/lang/String;,source
1877,Lcom/<apk>/data/events/videoplayer/end/rebuffer/VideoplayerEndRebuffer;->getUuid()Ljava/lang/String;,source
1878,Lcom/<apk>/data/events/videoplayer/error/video/VideoplayerErrorVideo;->getUuid()Ljava/lang/String;,source
1879,Lcom/<apk>/data/events/videoplayer/exit/comments/VideoplayerExitComments;->getUuid()Ljava/lang/String;,source
1880,Lcom/<apk>/data/events/videoplayer/exit_before_start/video/VideoplayerExitBeforeStartVideo;->getUuid()Ljava/lang/String;,source
1881,Lcom/<apk>/data/events/videoplayer/exit_comments/video/VideoplayerExitCommentsVideo;->getUuid()Ljava/lang/String;,source
1882,Lcom/<apk>/data/events/videoplayer/fail/post/VideoplayerFailPost;->getUuid()Ljava/lang/String;,source
1883,Lcom/<apk>/data/events/videoplayer/fullscreen/comments/VideoplayerFullscreenComments;->getUuid()Ljava/lang/String;,source
1884,Lcom/<apk>/data/events/videoplayer/fullscreen/education_overlay/VideoplayerFullscreenEducationOverlay;->getUuid()Ljava/lang/String;,source
1885,Lcom/<apk>/data/events/videoplayer/initialization/fail/VideoplayerInitializationFail;->getUuid()Ljava/lang/String;,source
1886,Lcom/<apk>/data/events/videoplayer/initialization/success/VideoplayerInitializationSuccess;->getUuid()Ljava/lang/String;,source
1887,Lcom/<apk>/data/events/videoplayer/invalid_playback/video/VideoplayerInvalidPlaybackVideo;->getUuid()Ljava/lang/String;,source
1888,Lcom/<apk>/data/events/videoplayer/is_fully_viewable/video/VideoplayerIsFullyViewableVideo;->getUuid()Ljava/lang/String;,source
1889,Lcom/<apk>/data/events/videoplayer/is_viewable/video/VideoplayerIsViewableVideo;->getUuid()Ljava/lang/String;,source
1890,Lcom/<apk>/data/events/videoplayer/pause/video/VideoplayerPauseVideo;->getUuid()Ljava/lang/String;,source
1891,Lcom/<apk>/data/events/videoplayer/play_expanded/video/VideoplayerPlayExpandedVideo;->getUuid()Ljava/lang/String;,source
1892,Lcom/<apk>/data/events/videoplayer/play_with_sound/video/VideoplayerPlayWithSoundVideo$Experiment;->getName()Ljava/lang/String;,source
1893,Lcom/<apk>/data/events/videoplayer/play_with_sound/video/VideoplayerPlayWithSoundVideo;->getUuid()Ljava/lang/String;,source
1894,Lcom/<apk>/data/events/videoplayer/progress/education_overlay/VideoplayerProgressEducationOverlay;->getUuid()Ljava/lang/String;,source
1895,Lcom/<apk>/data/events/videoplayer/replay/VideoplayerReplay$Experiment;->getName()Ljava/lang/String;,source
1896,Lcom/<apk>/data/events/videoplayer/replay/VideoplayerReplay$NavigationSession;->getId()Ljava/lang/String;,source
1897,Lcom/<apk>/data/events/videoplayer/replay/VideoplayerReplay;->getUuid()Ljava/lang/String;,source
1898,Lcom/<apk>/data/events/videoplayer/rotate/VideoplayerRotate;->getUuid()Ljava/lang/String;,source
1899,Lcom/<apk>/data/events/videoplayer/scroll/activated/VideoplayerScrollActivated$NavigationSession;->getId()Ljava/lang/String;,source
1900,Lcom/<apk>/data/events/videoplayer/scroll/activated/VideoplayerScrollActivated;->getUuid()Ljava/lang/String;,source
1901,Lcom/<apk>/data/events/videoplayer/scroll/pause/VideoplayerScrollPause;->getUuid()Ljava/lang/String;,source
1902,Lcom/<apk>/data/events/videoplayer/served/video/VideoplayerServedVideo;->getUuid()Ljava/lang/String;,source
1903,Lcom/<apk>/data/events/videoplayer/start/download/VideoplayerStartDownload$NavigationSession;->getId()Ljava/lang/String;,source
1904,Lcom/<apk>/data/events/videoplayer/start/download/VideoplayerStartDownload;->getUuid()Ljava/lang/String;,source
1905,Lcom/<apk>/data/events/videoplayer/start/rebuffer/VideoplayerStartRebuffer$NavigationSession;->getId()Ljava/lang/String;,source
1906,Lcom/<apk>/data/events/videoplayer/start/rebuffer/VideoplayerStartRebuffer;->getUuid()Ljava/lang/String;,source
1907,Lcom/<apk>/data/events/videoplayer/start/video/VideoplayerStartVideo;->getUuid()Ljava/lang/String;,source
1908,Lcom/<apk>/data/events/videoplayer/swipe/VideoplayerSwipe;->getUuid()Ljava/lang/String;,source
1909,Lcom/<apk>/data/events/videoplayer/switch_bitrate/VideoplayerSwitchBitrate$NavigationSession;->getId()Ljava/lang/String;,source
1910,Lcom/<apk>/data/events/videoplayer/switch_bitrate/VideoplayerSwitchBitrate;->getUuid()Ljava/lang/String;,source
